"regine_area";"main_no";"point_no";"param_key";"version_no_end";"station_name";"station_status_name";"dt_start_date";"dt_end_date";"percent_missing_days";"first_year_regulation";"latitude";"longitude";"utm_east_z33";"utm_north_z33";"regulation_part_area";"regulation_part_reservoirs";"transfer_area_in";"transfer_area_out";"drainage_basin_key";"area_norway";"area_total";"comment";"drainage_dens";"dt_registration_date";"dt_regul_date";"gradient_1085";"gradient_basin";"gradient_river";"height_minimum";"height_hypso_10";"height_hypso_20";"height_hypso_30";"height_hypso_40";"height_hypso_50";"height_hypso_60";"height_hypso_70";"height_hypso_80";"height_hypso_90";"height_maximum";"length_km_basin";"length_km_river";"ocean_polar_angle";"ocean_polar_distance";"perc_agricul";"perc_bog";"perc_eff_bog";"perc_eff_lake";"perc_forest";"perc_glacier";"perc_lake";"perc_mountain";"perc_urban";"prec_intens_max";"utm_zone_gravi";"utm_east_gravi";"utm_north_gravi";"utm_zone_inlet";"utm_east_inlet";"utm_north_inlet";"br1_middelavrenning_1930_1960";"br2_Tilsigsberegning";"br3_Regional_flomfrekvensanalyse";"br5_Regional_lavvannsanalyse";"br6_Klimastudier";"br7_Klimascenarier";"br9_Flomvarsling";"br11_FRIEND";"br12_GRDC";"br23_HBV";"br24_middelavrenning_1930_1960";"br26_TotalAvlop";"br31_FlomserierPrim";"br32_FlomserierSekundar";"br33_Flomkart_aktive_ureg";"br34_Flomkart_aktive_ureg";"br38_Flomkart_aktive_ureg_periode";"br39_Flomkart_nedlagt_stasjon";"regine_main";"obs_series"
"119";50;1;0;1001;1;"Hølen";"Aktiv";"01.01.1923 12:00";"16.04.2016 12:00";0;NA;60.35738373;6.746254921;45408;6719745;0;0;0;0;1109;232.7299957;232.7299957;NA;NA;"12.05.2015 00:00";NA;21.25;25.43000031;29.38999939;123;1023;1153;1197;1230;1277;1324;1359;1390;1431;1686;27.94000053;45.04999924;268.3599854;NA;0;0.319999993;NA;1.99000001;1.840000033;0.340000004;8.329999924;88.15000153;0;NA;33;53226;6708428;33;62890;6698561;"Y";"Y";"Y";"Y";"Y";"";"Y";"Y";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"50.1";"50.1.0.1001.1"
"120";50;13;0;1001;1;"Bjoreio";"Aktiv";"27.10.1982 12:00";"16.04.2016 12:00";0;NA;60.38523865;7.395788193;81427;6718516;0;0;0;0;1121;262.6099854;262.6099854;NA;NA;"12.05.2015 00:00";NA;4.460000038;9.619999886;9.739999771;1010;1142;1203;1221;1234;1249;1267;1286;1311;1348;1537;20.76000023;50.22999954;268.3599854;NA;0;7.619999886;NA;1.309999943;0;0;4.800000191;87.09999847;0;NA;33;85510;6709453;33;73580;6707989;"";"";"";"";"";"";"";"";NA;"Y";"";"";"";"Y";"Y";"Y";"";"";"50.13";"50.13.0.1001.1"
"121";55;4;0;1001;1;"Røykenes";"Aktiv";"01.01.1934 12:00";"16.04.2016 12:00";0;NA;60.24881363;5.441903114;-27867;6717480;0;0;0;0;1136;50.09000015;50.09000015;NA;NA;"12.05.2015 00:00";NA;27.54999924;43.36000061;43.81000137;53;78;127;189;257;307;363;452;552;665;960;15.92000008;18.5;267.0899963;NA;0.460000008;0.75999999;NA;2.24000001;52.15999985;0;3.900000095;31.65999985;0.219999999;NA;33;-22876;6724800;33;-17904;6730128;"Y";"Y";"Y";"Y";"Y";"";"Y";"Y";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"55.4";"55.4.0.1001.1"
"122";55;5;0;1001;1;"Dyrdalsvatn";"Aktiv";"01.12.1977 12:00";"16.04.2016 12:00";11.878433;NA;60.34900665;5.519944191;-21970;6727936;0;0;0;0;1137;3.309999943;3.309999943;NA;NA;"12.05.2015 00:00";NA;78.95999908;39.65999985;85.80000305;436;450;472;493;533;581;624;658;699;749;802;2.160000086;0.469999999;264.4200134;NA;0;2.720000029;NA;4.090000153;0;0;3.930000067;93.34999847;0;NA;33;-21356;6728661;33;-21193;6729875;"Y";"";"Y";"Y";"";"Y";"";"Y";NA;"Y";"";"";"";"Y";"Y";"";"";"";"55.5";"55.5.0.1001.1"
"123";6;10;0;1001;1;"Gryta";"Aktiv";"12.10.1967 12:00";"16.04.2016 12:00";0;NA;59.98722839;10.80065823;265785;6657426;0;0;0;0;343;7.03000021;7.03000021;NA;NA;"12.05.2015 00:00";NA;45.25;21.04000092;43.68000031;165;234;263;283;294;300;310;327;346;366;435;3.410000086;4.860000134;192.3099976;NA;0;1.559999943;NA;0.409999996;94.47000122;0;2.839999914;0;0;NA;33;267037;6657642;33;267766;6659949;"Y";"";"Y";"";"";"";"";"Y";NA;"Y";"Y";"";"Y";"";"Y";"Y";"";"";"6.10";"6.10.0.1001.1"
"124";6;71;0;1001;1;"Sinnerdammen";"Aktiv";"26.09.2003 12:00";"16.04.2016 12:00";5.493787;NA;60.17264938;10.49514389;250170;6679166;0;0;0;0;354;7.630000114;7.630000114;NA;NA;"12.05.2015 00:00";NA;-999;NA;-999;482;507;521;533;545;558;571;584;598;616;660;3.920000076;-999;NA;NA;0;4.460000038;NA;1.889999986;91.34999847;0;4.059999943;0;0;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"";"";"";"";NA;"Y";"";"";"";"Y";"Y";"";"";"";"6.71";"6.71.0.1001.1"
"125";62;10;0;1001;0;"Myrkdalsvatn";"Aktiv";"01.01.1964 12:00";"16.04.2016 12:00";0;NA;60.79920959;6.501574039;38350;6770390;0;0;0;0;1167;158.2799988;158.2799988;NA;NA;"12.05.2015 00:00";NA;38.70000076;30.95000076;36.11000061;229;505;677;818;915;975;1035;1090;1158;1235;1431;18.04000092;27.21999931;263.9100037;NA;1.75999999;2.819999933;NA;1.120000005;14.39000034;0;3.680000067;72.30000305;0;NA;33;38785;6779028;33;47783;6783890;"Y";"";"Y";"";"";"";"";"Y";NA;"Y";"Y";"";"Y";"";"Y";"Y";"";"";"62.10";"62.10.0.1001.0"
"126";62;18;0;1001;1;"Svartavatn";"Aktiv";"04.07.1987 12:00";"16.04.2016 12:00";0;NA;60.65359116;5.899998188;3561;6758676;0;0;0;0;1175;72.34999847;72.34999847;NA;NA;"12.05.2015 00:00";NA;32.29000092;40.83000183;33.36999893;219;399;514;594;675;754;821;877;932;984;1109;14.30000019;21.51000023;264.4200134;NA;0.579999983;0.180000007;NA;0.319999993;21.65999985;0;3.069999933;65.45999908;0;NA;33;8352;6764049;33;15734;6769005;"";"";"";"";"";"";"";"";NA;"Y";"";"";"Y";"";"Y";"Y";"";"";"62.18";"62.18.0.1001.1"
"127";62;5;0;1001;1;"Bulken (Vangsvatnet)";"Aktiv";"00.01.1900 00:00";"16.04.2016 12:00";0;NA;60.62868118;6.292537212;24518;6753006;0;0;0;0;1163;1092.040039;1092.040039;NA;NA;"12.05.2015 00:00";NA;17.45000076;31.52000046;18.93000031;47;332;511;652;767;867;967;1058;1147;1253;1602;46.50999832;70.76999664;264.4200134;NA;3.369999886;2.059999943;NA;0.889999986;32.41999817;0.389999986;3.539999962;53.97999954;0.360000014;NA;33;43882;6760482;33;67574;6763528;"Y";"Y";"Y";"Y";"Y";"Y";"Y";"";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"62.5";"62.5.0.1001.1"
"128";72;5;0;1001;2;"Brekke bru";"Nedlagt";"12.06.1908 12:00";"16.04.2016 12:00";0.078698;1932;60.84999466;7.114254951;72197;6771850;0.6181615;0.01994757;0;0;1239;268.1600037;268.1600037;NA;NA;"12.05.2015 00:00";NA;30.69000053;36.61999893;32.33000183;16;808;1007;1125;1211;1273;1327;1381;1444;1508;1761;30.45000076;48.68999863;264.4100037;NA;0.289999992;0.460000008;NA;0.74000001;11.27000046;3.069999933;4.179999828;77.15000153;0;NA;33;75903;6757371;33;88522;6749920;"Y";"Y";"Y";"";"";"";"";"";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"72.5";"72.5.0.1001.2"
"129";73;27;0;1001;1;"Sula";"Aktiv";"06.07.1967 12:00";"16.04.2016 12:00";17.493546;NA;61.17078018;8.101554871;129378;6801391;0;0;0;0;1277;30.31999969;30.31999969;NA;NA;"12.05.2015 00:00";NA;22.68000031;18.12999916;35.11000061;1006;1240;1264;1296;1325;1349;1392;1426;1467;1521;1808;11.01000023;13.81000042;263.9100037;NA;0;0.560000002;NA;3.779999971;0.129999995;0.430000007;9.140000343;89.48000336;0;NA;33;131694;6796541;33;136045;6794212;"";"";"";"";"";"";"Y";"";NA;"Y";"";"";"Y";"";"Y";"Y";"";"";"73.27";"73.27.0.1001.1"
"130";75;23;0;1001;1;"Krokenelv";"Aktiv";"20.04.1965 12:00";"16.04.2016 12:00";0;NA;61.3470192;7.398218155;93991;6825127;0;0;0;0;1326;45.91999817;45.91999817;NA;NA;"12.05.2015 00:00";NA;79.08999634;38.13000107;83.55000305;17;706;940;1029;1106;1148;1188;1227;1265;1306;1467;12.39000034;14.64999962;301.6799927;NA;0.02;0.300000012;NA;0.050000001;16.20000076;0;0.980000019;78.22000122;0;NA;33;100676;6824317;33;105350;6821300;"Y";"";"";"";"";"";"";"";NA;"Y";"Y";"Y";"";"Y";"Y";"Y";"";"";"75.23";"75.23.0.1001.1"
"131";76;5;0;1001;0;"Nigardsbrevatn";"Aktiv";"21.11.1962 12:00";"16.04.2016 12:00";0;NA;61.6665535;7.241906166;89910;6861527;0;0;0;0;1339;65.29100037;65.29000092;NA;NA;"12.05.2015 00:00";NA;-999;28.39999962;-999;285;810;1172;1388;1474;1546;1605;1661;1703;1771;1946;11.07999992;-999;321.9599915;NA;0;0;NA;0.769999981;1.269999981;74.90000153;0.810000002;18.92000008;0;NA;33;85709;6865981;33;85951;6863683;"Y";"";"";"";"";"";"";"";NA;"Y";"Y";"";"Y";"";"Y";"Y";"";"";"76.5";"76.5.0.1001.0"
"132";77;3;0;1001;1;"Sogndalsvatn";"Aktiv";"20.07.1962 12:00";"16.04.2016 12:00";0;NA;61.2978363;7.006807804;72486;6822181;0;0;0;0;1353;110.9300003;110.9300003;NA;NA;"12.05.2015 00:00";NA;330.9400024;49.06000137;297.8399963;395;492;655;784;896;1000;1093;1196;1284;1400;1600;14.75;1.50999999;282.1400146;NA;1.320000052;1.330000043;NA;2.299999952;20.20000076;6.179999828;4.110000134;58.59000015;0;NA;33;67763;6828013;33;70583;6834573;"Y";"";"";"";"";"";"Y";"";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"77.3";"77.3.0.1001.1"
"133";78;8;0;1001;0;"Bøyumselv";"Aktiv";"09.08.1965 12:00";"16.04.2016 12:00";0.005401;NA;61.44869995;6.742683887;60541;6840653;0;0;0;0;1363;40.42499924;40.41999817;NA;NA;"12.05.2015 00:00";NA;89.05999756;47.38000107;146.6399994;40;206;456;759;1010;1224;1357;1487;1578;1619;1731;11.07999992;6.53000021;301.6700134;NA;0.25;0.349999994;NA;0.159999996;19.27000046;42.95000076;0.300000012;30.5;0;NA;33;61273;6845807;33;60852;6846095;"";"";"";"";"";"";"";"";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"78.8";"78.8.0.1001.0"
"134";79;3;0;1001;1;"Nessedalselv";"Aktiv";"06.09.1983 12:00";"16.04.2016 12:00";0;NA;61.15987015;6.278385162;31630;6811910;0;0;0;0;1367;30;30;NA;NA;"12.05.2015 00:00";NA;72.02999878;45.90000153;79.43000031;289;431;574;693;760;820;886;949;1040;1129;1346;8.06000042;10.89999962;282.1199951;NA;0;0;NA;1.330000043;23.32999992;0;3.329999924;66.66999817;0;NA;33;34836;6813391;33;38691;6814376;"";"";"";"";"";"";"";"";NA;"Y";"";"";"Y";"";"Y";"Y";"";"";"79.3";"79.3.0.1001.1"
"135";8;2;0;1001;1;"Bjørnegårdssvingen";"Aktiv";"01.10.1968 12:00";"16.04.2016 12:00";0;NA;59.89339447;10.50838661;248791;6648064;0;0;0;0;365;190.1900024;190.1900024;NA;NA;"12.05.2015 00:00";NA;19.52000046;20.23999977;19.12000084;5;121;197;262;308;341;372;399;436;493;680;25.31999969;24.71999931;181.9400024;NA;6.059999943;2.900000095;NA;0.07;82.97000122;0;1.720000029;0;3.970000029;NA;33;244960;6659313;33;245812;6672766;"";"";"Y";"Y";"";"";"";"Y";NA;"Y";"Y";"Y";"Y";"";"Y";"";"";"";"8.2";"8.2.0.1001.1"
"136";8;6;0;1001;1;"Sæternbekken";"Aktiv";"01.11.1971 12:00";"16.04.2016 12:00";4.175134;NA;59.94379425;10.56634808;252405;6653449;0;0;0;0;368;6.230000019;6.230000019;NA;NA;"12.05.2015 00:00";NA;62.59000015;NA;60.36000061;102;173;197;208;221;240;259;280;318;381;420;4.159999847;4.860000134;NA;NA;2.410000086;3.369999886;NA;0.01;93.26000214;0;0.159999996;0;0.479999989;NA;NA;NA;NA;NA;NA;NA;"";"";"Y";"Y";"";"Y";"Y";"Y";NA;"Y";"Y";"";"Y";"";"Y";"";"";"";"8.6";"8.6.0.1001.1"
"137";82;4;0;1001;0;"Nautsundvatn";"Aktiv";"03.12.1908 12:00";"16.04.2016 12:00";0;NA;61.25289536;5.385350227;-14569;6828940;0;0;0;0;1396;218.9589996;218.9600067;NA;NA;"12.05.2015 00:00";NA;-999;34.40000153;-999;45;153;256;326;397;464;530;577;620;676;904;22;-999;282.1300049;NA;1.50999999;1.230000019;NA;2.170000076;39.5;0;7.53000021;40.27999878;0;NA;33;-4628;6826562;33;6691;6826122;"Y";"";"";"Y";"";"";"Y";"";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"82.4";"82.4.0.1001.0"
"138";83;2;0;1001;1;"Viksvatn (Hestadfjorden)";"Aktiv";"22.05.1902 12:00";"16.04.2016 12:00";0.064898;2009;61.3330574;5.886256218;13361;6833950;0.00200736;0.00421501;0;1.019999981;1401;508.1300049;508.1300049;NA;NA;"12.05.2015 00:00";NA;14.15999985;39.40999985;19.34000015;143;302;482;625;731;842;935;1021;1119;1261;1635;44.09000015;56.29000092;282.1400146;NA;1.830000043;1.059999943;NA;3.430000067;22.52000046;4.929999828;9.529999733;57.29999924;0;NA;33;35853;6835396;33;54636;6846665;"Y";"";"Y";"Y";"Y";"";"Y";"";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"83.2";"83.2.0.1001.1"
"139";84;11;0;1001;0;"Hovefoss";"Aktiv";"29.11.1963 12:00";"16.04.2016 12:00";0;NA;61.53279114;5.752138138;9392;6857051;0;0;0;0;1421;234.1300049;234.1300049;NA;NA;"12.05.2015 00:00";NA;22.20000076;36.36999893;26.20000076;20;255;389;473;549;627;704;783;869;1009;1469;30.70999908;42.70999908;301.6700134;NA;3.140000105;4.940000057;NA;0.449999988;26.03000069;0.029999999;4.519999981;55.95999908;0.029999999;NA;33;22004;6861837;33;37154;6862323;"Y";"";"";"";"";"";"Y";"";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"84.11";"84.11.0.1001.0"
"140";86;12;0;1001;1;"Skjerdalselv";"Aktiv";"10.10.1982 12:00";"16.04.2016 12:00";0;NA;61.8156395;5.935550213;23471;6886968;0;0;0;0;1450;23.76000023;23.76000023;NA;NA;"12.05.2015 00:00";NA;87.52999878;52.84000015;95.83999634;291;418;622;783;917;1045;1118;1171;1228;1328;1465;6.849999905;5.869999886;303.7399902;NA;0;0.289999992;NA;0.980000019;14.64999962;20.54000092;3.450000048;56.06000137;0;NA;33;24075;6888476;33;20745;6882367;"";"";"";"";"";"";"";"";NA;"Y";"";"";"Y";"";"Y";"Y";"";"";"86.12";"86.12.0.1001.1"
"141";87;10;0;1001;0;"Gloppenelv v/Bergheim";"Aktiv";"21.10.1970 12:00";"16.04.2016 12:00";0.006019;NA;61.71860123;6.520636082;52688;6872059;0;0;0;0;2280;217.1199951;217.1199951;NA;NA;"12.05.2015 00:00";NA;-999;NA;-999;138;331;568;757;906;1045;1157;1274;1405;1558;1823;23.87999916;-999;NA;NA;3.150000095;0.25999999;NA;0.25999999;16.15999985;19.17000008;1.149999976;51.27000046;0;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"";"";"";"";NA;"Y";"";"";"Y";"";"Y";"Y";"";"";"87.10";"87.10.0.1001.0"
"142";88;4;0;1001;1;"Lovatn";"Aktiv";"20.03.1900 12:00";"16.04.2016 12:00";0;NA;61.85869217;6.889669895;74031;6885087;0;0;0;0;1472;234.8800049;234.8800049;NA;NA;"12.05.2015 00:00";NA;5.099999905;NA;65.29000092;52;211;614;930;1174;1337;1487;1592;1666;1744;2071;21.56999969;18.80999947;NA;NA;0.170000002;0.01;NA;4.489999771;14.89999962;36.79999924;5.119999886;40.31000137;0;NA;NA;NA;NA;NA;NA;NA;"Y";"Y";"Y";"Y";"Y";"";"";"";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"88.4";"88.4.0.1001.1"
"143";91;2;0;1001;1;"Dalsbøvatn";"Aktiv";"04.11.1934 12:00";"16.04.2016 12:00";0;NA;62.16242981;5.166490078;-10883;6931180;0;0;0;0;1486;25.71999931;25.71999931;NA;NA;"12.05.2015 00:00";NA;7.260000229;30.5;20.70000076;47;60;105;160;204;252;313;358;403;455;527;7.539999962;8.079999924;303.7600098;NA;1.320000052;3.029999971;NA;4.71999979;3.650000095;0;10.18999958;66.51999664;0.039999999;NA;33;-8787;6928995;33;-5194;6926691;"Y";"";"Y";"Y";"Y";"";"";"";NA;"Y";"Y";"Y";"";"Y";"Y";"Y";"";"";"91.2";"91.2.0.1001.1"
"144";97;1;0;1001;1;"Fetvatn (Fitjavatnet)";"Aktiv";"09.08.1946 12:00";"16.04.2016 12:00";0;NA;62.33250046;6.592887878;65357;6939537;0;0;0;0;1504;88.94999695;88.94999695;NA;NA;"12.05.2015 00:00";NA;-999;56.75;-999;1;98;228;376;487;591;712;836;960;1120;1581;13.55000019;-999;321.9599915;NA;4.320000172;0.610000014;NA;1.539999962;36.95000076;4.559999943;2.119999886;47.06999969;0.119999997;NA;33;68754;6934095;33;74922;6935017;"Y";"Y";"Y";"Y";"Y";"";"Y";"Y";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"97.1";"97.1.0.1001.1"
"145";98;4;0;1001;0;"Øye ndf.";"Aktiv";"01.11.1916 12:00";"16.04.2016 12:00";0;NA;62.06818008;6.931252003;79110;6908022;0;0;0;0;1513;138.7799988;138.7799988;NA;NA;"12.05.2015 00:00";NA;50.11000061;57.58000183;56.65999985;147;428;607;765;877;982;1085;1183;1281;1408;1848;15.10000038;20.69000053;321.9599915;NA;2.24000001;0.360000014;NA;0.25999999;17.59000015;3.789999962;4.199999809;64.86000061;0;NA;33;83112;6902020;33;86401;6897909;"Y";"Y";"Y";"Y";"Y";"";"Y";"";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"98.4";"98.4.0.1001.0"
