Stasjonsnr;Stasjonsnr;corr-jan;corr-feb;corr-mars;corr-april;corr-mai;corr-juni;corr-juli;Max_corr;corr-mnd;corr-Rsig;roc-jan;roc-feb;roc-mars;roc-april;roc-mai;roc-juni;roc-juli;Max_roc;roc-mnd;crpss-jan;crpss-feb;crpss-mars;crpss-april;crpss-mai;crpss-juni;crpss-juli;Maxcrpss;bss-jan;bss-feb;bss-mars;bss-april;bss-mai;bss-jui;bss-juli;Max_bss;reff-jan;reff-feb;reff-mars;reff-april;reff-mai;reff-juni;reff-juli;Max_Reff;reff_mnd;csi-jan;csi-feb;csi-mars;csi-april;csi-mai;csi-juni;csi-juli;Max_csi;csi-mnd;mindex-jan;mindex-feb;mindex-mars;mindex-april;mindex-mai;mindex-juni;mindex-juli;Stasjonsnr;WSZ;WRRatio;area_total;H?de minimum;H?de max;H?de hypso50;Latitude;Longitude;Stasjonsnr;andel fjell;andel innsjø;andel isbre;Regime;JANRRatio;FEBRRatio;MARSRRatio;APRILRRatio;MAIRRatio;JUNIRRatio;
311.46;311.46;  0.278173797;0.284644356;0.366668728;4.529606e-01;0.560004191;0.823984032;0.537236723;0.82398403;6;0 0.2262173;0.7098765;0.7098765;0.72762346;0.78935185;0.83641975;0.980392157;0.000000000;0.9803922;6;0.030140119;-0.017668586;0.002765668;0.0181084839;0.095338215;0.3340759570;-0.1057086919;0.3340759570;0.011086745;1.291423e-02;0.0215338694;0.030793129;0.204469175;0.2505910165;INF;0.250591017;0.0421257532;0.012097091;0.083142733;0.147867724;0.215358031;0.675315772;-0.50127902;0.675315772;6;0.39285714;0.40000000;0.43333333;0.53846154;0.42857143;0.60000000;-1.0000000;0.60000000;6;0 137.0;106.0;78.0;47.0;17.0;1.0;1.0;311.46;0.8897063;0.09875686;394.83;472;1207;837;61.66488;12.018348;311.46;28.24;4.7;0.00;H1L1;0.006492821;0.0126099;0.04785659;0.2772979;0.8306894;0.9968352;
311.6;;  0.2632402 ;;; 0.4262828 ;0.5521217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4424.85;353;1748;781;61.25908;12.3225;311.6;26.69;9.85;0.00;;;;;;;;
48.1;48.1;0.058286587;0.228179552;0.314433249;3.341421e-01;0.304231039;0.464950729;0.392067299;0.46495073;6;0.2262173;0.3632653;0.3877551;0.52244898;0.61020408;0.55102041;0.610000000;0.226415094;0.6102041;4;-0.112741167;-0.126000177;-0.147099531;-0.1565928525;-0.175902312;-0.0205491658;-0.0170194110;-0.0170194110;0.024360670;-6.613757e-03;-0.0675338036;-0.087558789;-0.078373016;0.0693644262;0.0681481481;0.069364426;-0.3269336736;-0.364745221;-0.275896115;-0.276944395;-0.336310849;-0.111778951;-0.04583507;-0.045835066;7;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.0000000;0.00000000;1;167.0;136.0;107.5;79.0;49.0;26.0;12.mai;48.1;0.8626309;0.24431537;470.22;87;1651;1090;60.01389;6.548137;48.1;59.63;6.52;7.39;H1L1;0.1581705;0.1653465;0.1658574;0.3167939;0.6007589;0.9009555;
48.5;48.5;0.126320309;0.254875437;0.323402071;3.345608e-01;0.343046727;0.520906822;0.627678789;0.62767879;7;0.2262173;0.5486111;0.5437500;0.60416667;0.58958333;0.61875000;0.700751880;0.805496829;0.8054968;7;-0.043460251;-0.029261171;-0.031563680;-0.0627363838;-0.084424154;0.1084733265;0.1089079939;0.1089079939;-0.025197847;7.572016e-02;0.1092434315;0.017283951;0.047894903;0.2074982631;-0.0054519981;0.207498263;-0.0757940516;-0.106617463;-0.078167874;-0.122110394;-0.172909298;0.105026557;0.34656258;0.346562582;7;0.07142857;0.22222222;0.25000000;0.34482759;0.28571429;0.27272727;0.2307692;0.34482759;4;172.5;141.5;113.5;82.5;52.5;23.0;12.0;48.5;0.9072797;0.14898256;120.50;595;1635;1232;59.96939;6.725261;48.5;76.37;9.38;1.00;H1L1;0.07399908;0.08478637;0.07540531;0.2155785;0.5030593;0.8789191;
50.1;50.1;0.421815459;0.495388079;0.498573277;5.099424e-01;0.520470548;0.584386802;0.693161456;0.69316146;7;0.2262173;0.7197802;0.6923077;0.70329670;0.72321429;0.75000000;0.772727273;0.776136364;0.7761364;7;0.096310386;0.120722162;0.100628721;0.0811033153;0.093795802;0.1175141058;0.1859297868;0.1859297868;0.256927298;3.464563e-01;0.3504343850;0.362185642;0.302834934;0.2171884186;0.3486451820;0.362185642;0.1867430904;0.257841137;0.242332010;0.217208256;0.231458988;0.300004862;0.48592384;0.485923838;7;0.40540541;0.39473684;0.38888889;0.50000000;0.50000000;0.51612903;0.2142857;0.51612903;6;163.5;132.5;104.5;73.5;43.5;14.0;6.0;50.1;0.9365006;0.09155683;232.73;123;1686;1277;60.35738;6.746255;50.1;88.15;8.33;0.34;H1L1;0.03961704;0.04849537;0.0417102;0.1435988;0.4033161;0.846987;
50.13;; 0.2555792;;;0.4510420;0.5032674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 262.61 ;1010;1537;1249;60.38524;7.395788;50.13;87.10;4.80;0.00;;;;;;;;
72.5;72.5;0.432616327;0.349953856;0.426460695;4.132674e-01;0.399890783;0.471718373;0.558022391;0.55802239;7;0.2283868;0.7033046;0.7169540;0.72054598;0.73706897;0.72054598;0.708689459;0.759290541;0.7592905;7;0.123152030;0.062007557;0.077035222;0.0165764230;-0.037348880;-0.0056663417;-0.0610067664;0.1231520305;0.184938362;1.637659e-01;0.1549959458;0.103232409;0.099677721;0.1757792003;-0.2976692551;0.184938362;0.1913576105;0.023216397;0.100405187;0.007151384;-0.122943702;0.004037371;-0.07719279;0.191357611;1;0.50000000;0.57894737;0.64864865;0.62162162;0.62162162;0.58823529;0.3846154;0.64864865;3;170.0;139.0;111.0;80.0;50.0;22.0;11.0;72.5;0.9358876;0.13182612;268.16;16;1761;1273;60.84999;7.114255;72.5;77.15;4.18;3.7;H1L1;0.07337637;0.08230108;0.07864638;0.2089214;0.4877151;0.8769154;
73.27;73.27;0.114343118;0.020544593;0.065513079;1.611498e-01;0.109526646;0.395806968;0.459285778;0.45928578;7;0.2708642;0.5374332;0.4866310;0.51336898;0.58556150;0.59759358;0.690934066;0.614285714;0.6909341;6;-0.002261697;-0.139770264;-0.137444526;-0.1085243539;-0.160403938;0.0245956057;-0.1484625988;0.0245956057;0.078121959;1.094802e-01;0.1299958688;0.177830417;0.137064752;0.1546537278;-0.0608714501;0.177830417;-0.0348213757;-0.334900567;-0.382022295;-0.309268884;-0.376496268;-0.037578031;-0.46778444;-0.034821376;1;0.37037037;0.32142857;0.28571429;0.33333333;0.38461538;0.45454545;0.0000000;0.45454545;6;157.0;126.0;98.0;67.0;37.0;12.0;4.0;73.27;0.9661303;0.02899849;30.32;6;1808;1349;61.17078;8.101555;73.27;89.48;9.14;0.43;H1L1;0.002891702;0.009706509;0.01630671;0.09075846;0.4555138;0.920115;
75.23;75.23;0.201904206;0.307089989;0.291875168;3.991165e-01;0.452478318;0.517949714;0.526398934;0.52639893;7;0.2352899;0.5679117;0.6689304;0.63921902;0.73174873;0.75328947;0.771159875;0.844444444;0.8444444;7;-0.011286120;-0.024430911;-0.068147665;0.0093932092;0.004610738;-0.2842254512;-2.5042119235;0.0093932092;0.030005253;1.038049e-01;0.0827648061;0.168479156;0.207649337;0.2177168668;0.1085324076;0.217716867;-0.0192739635;-0.059877801;-0.181905077;-0.030673812;0.055336891;-0.522051690;-5.87963606;0.055336891;5;0.57446809;0.60465116;0.63414634;0.65116279;0.65116279;0.54838710;0.3750000;0.65116279;4;155.0;124.0;95.5;64.5;35.0;11.0;8.0;75.23;0.9179055;0.13071605;45.92;17;1467;1148;61.34702;7.398218;75.23;78.22;0.98;0.00;H1L1;0.0558261;0.08013765;0.09681716;0.277746;0.6357972;0.9648241;
76.5;76.5;-0.198469145;-0.138823889;-0.191831555;-6.743621e-02;-0.056543330;-0.045936195;0.106285199;0.10628520;7;0.2283868;0.4875000;0.3038462;0.32980769;0.38365385;0.39230769;0.484615385;0.509146341;0.5091463;7;-0.034386631;-0.042826048;-0.054677665;-0.0538240050;-0.053392912;-0.0432482102;-0.0242152923;-0.0242152923;-0.046113275;-9.966556e-02;-0.1223138238;-0.119837100;-0.117360375;-0.1199746954;-0.0906302418;-0.046113275;-0.1148325258;-0.144367935;-0.154781337;-0.101333370;-0.100172848;-0.147079160;-0.07258265;-0.072582651;7;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.06666667;0.1666667;0.16666667;7;202.0;171.0;142.0;111.0;81.0;50.0;21.0;76.5;0.9576501;0.07795431;65.29;285;1946;1546;61.66655;7.241906;76.5;18.92;0.81;74.90;H1L1;0.04193;0.05231876;0.05829007;0.1430577;0.3481282;0.7230316;
78.8;78.8;-0.143235039;-0.124535376;-0.155189572;-7.580782e-02;-0.029799803;0.012135626;0.129528730;0.12952873;7;0.2377338;0.3513514;0.3565489;0.31392931;0.39293139;0.38669439;0.389812890;0.425438596;0.4254386;7;-0.262404894;-0.309951522;-0.361282716;-0.3656246771;-0.361596345;-0.3761502192;-0.4374260026;-0.2624048939;-0.016799424;-2.959229e-02;-0.0830542381;-0.100758791;-0.150012276;-0.1528856374;-0.1640590483;-0.016799424;-0.3109162690;-0.477523889;-0.664555550;-0.808110390;-0.728943772;-0.746559399;-1.02637957;-0.310916269;1;0.03846154;0.11538462;0.13333333;0.18750000;0.20000000;0.15625000;0.1600000;0.20000000;5;193.0;162.0;134.0;103.0;73.0;43.0;17.mai;78.8;0.8824521;0.24225596;40.42;40;1731;1224;61.44870;6.742684;78.8;30.50;0.30;42.95;H1L1;0.175908;0.1829335;0.2060319;0.3458639;0.5453721;0.8216737;
79.3;79.3;0.050405751;0.122975774;0.227830584;2.358861e-01;0.319807303;0.613948357;0.621540076;0.62154008;7;0.2959907;0.6022727;0.5410628;0.59375000;0.57291667;0.57142857;0.766666667;0.967741935;0.9677419;7;-0.043087876;0.001704518;0.023177593;0.0272590718;-0.036946509;-0.1148649227;-0.0614397899;0.0272590718;0.002483845;4.104811e-02;-0.0358470788;0.112165015;-0.144984361;-0.2810088144;-0.4101948664;0.112165015;-0.0283218233;0.029500524;0.075200442;0.060380984;0.083433679;0.127385127;0.31485963;0.314859626;7;0.00000000;0.00000000;0.00000000;0.00000000;0.11111111;0.25000000;0.0000000;0.25000000;6;140.5;111.5;83.5;55.5;28.mai;14.0;15.0;79.3;0.7867178;0.32886730;30.00;289;1346;820;61.15987;6.278385;79.3;66.67;3.33;0.00;H1L1;0.2324463;0.2402629;0.2376197;0.4306915;0.7587632;0.9567888;
86.12;86.12;-0.014315503;0.251323682;0.217231344;2.117718e-01;0.169129762;0.138654365;0.061411484;0.25132368;2;0.2913160;0.4677419;0.7096774;0.76612903;0.75806452;0.70967742;0.741935484;0.000000000;0.7661290;3;-0.016081244;0.032721498;-0.002649982;-0.0254122734;-0.028709196;-0.0376072727;-0.1882763385;0.0327214979;0.001716293;1.105342e-02;-0.0163880922;-0.093013918;-0.122264184;-0.0797984313;-0.1197102148;0.011053422;-0.0263375838;-0.008009387;-0.061823485;-0.027404007;-0.074678266;-0.096179089;-0.42553783;-0.008009387;2;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;-1.0000000;0.00000000;1;182.0;151.0;122.0;94.0;64.0;35.0;12.0;86.12;0.7957088;0.29970389;23.76;291;1465;1045;61.81564;5.935550;86.12;56.06;3.45;20.54;H1L1;0.2366281;0.2283094;0.2294993;0.3407285;0.5983387;0.8709606;
87.10;87.10;0.070840947;0.175265415;0.199589044;3.397182e-01;0.381790374;0.355108046;0.341303315;0.38179037;5;0.2512085;0.5478395;0.5524691;0.63117284;0.66216216;0.70270270;0.647435897;0.597500000;0.7027027;5;-0.086784143;-0.124152531;-0.119560792;-0.0683811520;-0.061219061;0.0089940816;-0.0778014924;0.0089940816;0.034817833;3.997039e-02;0.0320288354;0.041414073;0.057557807;0.0647513740;0.0324977651;0.064751374;-0.4206401126;-0.566488329;-0.609816052;-0.433208980;-0.459845602;-0.266814773;-0.49412751;-0.266814773;6;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.0000000;0.00000000;1;162.0;133.0;105.0;74.0;44.0;29.0;15.0;87.10;0.8563985;0.23901488;217.12;138;1823;1045;61.71860;6.520636;87.10;51.27;1.15;19.17;H1L1;0.1665899;0.1795082;0.1948522;0.3366944;0.6025851;0.8784577;
88.4;88.4;0.011324501;0.053337112;0.001314236;5.937915e-02;0.121932554;0.131878747;0.244026377;0.24402638;7;0.2262173;0.5180921;0.4893092;0.43914474;0.45888158;0.46957237;0.469572368;0.475213675;0.5180921;1;-0.008744780;-0.041007276;-0.096466876;-0.1265554126;-0.122835904;-0.1309994392;-0.0820887006;-0.0087447797;-0.026381540;-6.158142e-02;-0.0797325103;-0.046112581;-0.002755732;0.0138888889;0.0749669312;0.074966931;-0.0776677521;-0.089443083;-0.202913036;-0.206918733;-0.168219145;-0.180353524;-0.15248463;-0.077667752;1;0.00000000;0.12500000;0.12000000;0.19230769;0.16000000;0.16000000;0.1904762;0.19230769;4;193.0;162.0;134.0;103.0;73.0;42.0;18.0;88.4;0.9068710;0.18299944;234.88;52;2071;1337;61.85869;6.889670;88.4;40.31;5.12;36.80;H1L1;0.1324719;0.1404373;0.1634437;0.2634484;0.4793305;0.7866362;
97.1;97.1;-0.030429164;0.100114522;0.080429924;3.461003e-01;0.496499935;0.302184589;0.284724620;0.49649994;5;0.2262173;0.4620061;0.4175000;0.39500000;0.51500000;0.79326923;0.317307692;0.000000000;0.7932692;5;-0.084502621;-0.231277100;-0.388724782;-0.5809063719;-0.847257423;-1.3021105313;-2.2845642215;-0.0845026212;-0.038115530;-4.372428e-02;-0.0868629313;-0.058100384;0.103246456;-0.0154320988;-0.0007262164;0.103246456;-0.2189558500;-0.756999106;-1.064640278;-1.209413215;-1.975079252;-3.307896110;-7.40826518;-0.218955850;1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.0000000;0.00000000;1;123.0;104.0;91.0;67.0;39.5;18.0;12.mai;97.1;0.6321328;0.41599088;88.95;1;1581;591;62.33250;6.592888;97.1;47.07;2.12;4.56;H1L1;0.3595503;0.3422121;0.3731067;0.4771598;0.7945984;0.963476;
98.4;98.4;0.046386938;0.284796368;0.344065065;5.162112e-01;0.559066529;0.588046411;0.636657448;0.63665745;7;0.2262173;0.5106383;0.5942249;0.64741641;0.79861111;0.80034722;0.803819444;0.886792453;0.8867925;7;-0.019205625;-0.007012693;-0.021380698;0.0629113641;0.095792776;0.2284600036;0.1749314957;0.2284600036;-0.040852666;-4.145709e-02;0.0293294668;0.121438746;0.178492976;0.2493375729;-0.0343352471;0.249337573;-0.1149834207;-0.131060947;-0.176057504;0.050399368;0.097480391;0.276294784;0.36256698;0.362566978;7;0.00000000;0.00000000;0.00000000;0.00000000;0.25000000;0.14285714;0.0000000;0.25000000;5;159.0;128.0;100.0;69.0;39.0;14.mai;11.mai;98.4;0.8344317;0.21416919;138.78;147;1848;982;62.06818;6.931252;98.4;64.86;4.20;3.79;H1L1;0.1498896;0.1592491;0.1762321;0.3023923;0.6384618;0.9068344;
