"stations" "nobs" "" "" "" "" "tdist"
"88" "212.27.0.6004.dta" "7" "103.979350206098" "31.7965838920186" "97.0688343026233" "27.0399468910687" "gumbel"
"89" "212.49.0.6004.dta" "46" "33.990631445697" "6.48273364284614" "28.5508973436881" "6.31184743849109" "gumbel"
"90" "22.16.0.6004.dta" "52" "49.4558471332473" "8.33520247185154" "46.6018711993157" "11.1007123866479" "gumbel"
"91" "22.22.0.6004.dta" "40" "71.1537929102494" "17.0597060633239" "56.425142379577" "12.6257131972626" "gumbel"
"92" "22.4.0.6004.dta" "52" "348.034672218484" "80.83445914757" "356.40335513074" "84.8841375651311" "gumbel"
"93" "223.2.0.6004.dta" "52" "170.080347263119" "45.0428225224488" "152.470882224821" "33.134240678489" "gumbel"
"94" "230.1.0.6004.dta" "52" "6.2907475757875" "2.03525441318333" "4.49234172795028" "0.96165212297827" "gumbel"
"95" "234.13.0.6004.dta" "37" "179.644347993999" "49.1374726181398" "169.036611563657" "48.782365075412" "gumbel"
"96" "234.18.0.6004.dta" "52" "1352.87670213114" "423.823269470015" "1118.67716923856" "329.469307901412" "gumbel"
"97" "24.8.0.6004.dta" "35" "50.6145040361805" "11.5283360921533" "38.7412386664831" "8.48687905886369" "gumbel"
"98" "24.9.0.6004.dta" "52" "91.4270793223728" "17.3205069312269" "98.6336529790944" "20.8920805141328" "gumbel"
"99" "247.3.0.6004.dta" "52" "25.2224411778138" "8.42924038973559" "21.4070528856538" "5.83544269188087" "gumbel"
"100" "25.24.0.6004.dta" "43" "28.963905740894" "3.90708988628169" "26.6971455939835" "4.61555747814766" "gumbel"
"101" "25.32.0.6004.dta" "21" "27.3229853502198" "5.4919884702327" "22.0511940149551" "4.18962665205035" "gumbel"
"102" "26.20.0.6004.dta" "44" "41.5538424702367" "10.4942506658155" "39.9059106575397" "8.11166812623062" "gumbel"
"103" "26.26.0.6004.dta" "42" "17.0938999891825" "4.63764748763888" "13.7626033513934" "2.4507385598662" "gumbel"
"104" "26.29.0.6004.dta" "36" "28.418751355395" "6.60231723097047" "20.9870084904275" "3.49515873299311" "gumbel"
"105" "27.16.0.6004.dta" "26" "83.5030517093899" "24.0902199981251" "61.2153187542038" "7.19213968048151" "gumbel"
"106" "27.24.0.6004.dta" "52" "104.280078056904" "24.0519635588575" "80.2929044813745" "17.7533820360674" "gumbel"
"107" "28.7.0.6004.dta" "52" "44.741389283876" "8.47133996476519" "35.386302278078" "6.75182259130245" "gumbel"
"108" "3.22.0.6004.dta" "38" "35.9369830166338" "12.7076931451251" "27.6028607978378" "7.12927577952172" "gumbel"
"109" "311.460.0.6004.dta" "52" "42.6476188654907" "17.6606831718935" "35.7281265221022" "11.7480455714202" "gumbel"
"110" "311.6.0.6004.dta" "52" "276.444908795753" "94.1328066068571" "242.143240212505" "72.6799604580462" "gumbel"
"111" "313.10.0.6004.dta" "52" "29.5860552643141" "10.7204114776796" "25.4721332990994" "6.59683689614712" "gumbel"
"112" "35.16.0.6004.dta" "24" "23.635530514365" "8.0668128216129" "21.1556470007031" "5.36294576506091" "gumbel"
"113" "36.9.0.6004.dta" "24" "22.2141896593851" "5.9407493196147" "14.2703923296109" "2.56847883784461" "gumbel"
"114" "41.1.0.6004.dta" "52" "66.1112730244785" "14.7006205597019" "66.3501462999054" "12.6819727357199" "gumbel"
"115" "42.2.0.6004.dta" "51" "28.8361818780693" "7.36239551378754" "16.7189775788363" "7.08327563919169" "gumbel"
"116" "46.9.0.6004.dta" "30" "6.08597358821303" "1.87092338609432" "5.43816898821924" "1.09047687547038" "gumbel"
"117" "48.1.0.6004.dta" "52" "211.097781022042" "47.4226359298804" "197.484922023949" "50.8731076816166" "gumbel"
"118" "48.5.0.6004.dta" "52" "49.2223212560723" "8.50152778946902" "41.7454205919334" "9.60946340685546" "gumbel"
"119" "50.1.0.6004.dta" "52" "67.4151165995002" "14.9084597002103" "51.9950802481145" "16.1286916917501" "gumbel"
"120" "50.13.0.6004.dta" "32" "74.2651788570076" "18.3661296764421" "57.8314814181379" "15.5295309226069" "gumbel"
"121" "55.4.0.6004.dta" "52" "43.5644557825413" "11.8124724568158" "33.6810512194821" "6.31664921806314" "gumbel"
"122" "55.5.0.6004.dta" "32" "3.42624462196057" "0.84984602917434" "3.0712174002347" "0.610023561616948" "gumbel"
"123" "6.10.0.6004.dta" "47" "1.26573944708359" "0.480373740695036" "1.22463599787194" "0.327367050220583" "gumbel"
"124" "6.71.0.6004.dta" "8" "1.28253368382487" "0.323523590047007" "1.43135215693037" "0.557849565134364" "gumbel"
"125" "62.10.0.6004.dta" "51" "70.9268145085393" "17.4048284505489" "57.3732118449214" "10.9634468242039" "gumbel"
"126" "62.18.0.6004.dta" "27" "68.8529336967219" "17.3561887649515" "45.2620151273442" "9.36106879711168" "gumbel"
"127" "62.5.0.6004.dta" "52" "337.065272594789" "69.9274700500742" "319.301165523407" "54.725980266678" "gumbel"
"128" "72.5.0.6004.dta" "52" "98.4505298727928" "20.0456171909076" "90.6158511624395" "16.0675220485957" "gumbel"
"129" "73.27.0.6004.dta" "37" "9.31045078451799" "2.7889700498602" "7.30406079489218" "1.63060875220805" "gumbel"
"130" "75.23.0.6004.dta" "49" "19.7118954803793" "7.81177724487722" "14.5897165121155" "2.62068534386198" "gumbel"
"131" "76.5.0.6004.dta" "52" "33.2649959228793" "6.37828735574514" "31.5176368576799" "3.77768546383842" "gumbel"
"132" "77.3.0.6004.dta" "52" "49.1683718732097" "14.766744848909" "41.1127998527417" "8.27571337208843" "gumbel"
"133" "78.8.0.6004.dta" "48" "22.8230054446227" "8.58440999863247" "16.8838756172885" "1.91697754377529" "gumbel"
"134" "79.3.0.6004.dta" "31" "16.6513465876077" "2.83248316590435" "9.91816443612616" "2.04277901135711" "gumbel"
"135" "8.2.0.6004.dta" "46" "35.8516150225423" "12.5636816024531" "31.4888387462693" "8.51384030509544" "gumbel"
"136" "8.6.0.6004.dta" "39" "1.24741616692735" "0.470780313886377" "1.22610452313532" "0.269402535570593" "gumbel"
"137" "82.4.0.6004.dta" "52" "161.500331150518" "49.8368569144497" "137.037103822555" "27.0534093574995" "gumbel"
"138" "83.2.0.6004.dta" "52" "159.984882576096" "28.390513588245" "156.707490610012" "24.7639887983934" "gumbel"
"139" "84.11.0.6004.dta" "51" "172.282562220051" "52.6159798070941" "125.938287573691" "25.9255691595667" "gumbel"
"140" "86.12.0.6004.dta" "32" "19.3169931644357" "6.74830879342392" "12.7318612203796" "2.40368711979612" "gumbel"
"141" "87.10.0.6004.dta" "43" "111.5726014542" "44.5542166058036" "97.654361534558" "25.7013646702429" "gumbel"
"142" "88.4.0.6004.dta" "52" "68.2416213281128" "10.6034758961744" "52.5485765071658" "6.41106894115411" "gumbel"
"143" "91.2.0.6004.dta" "52" "9.11889045582054" "2.64773409754424" "8.94700727237648" "2.04833639061081" "gumbel"
"144" "97.1.0.6004.dta" "52" "54.10614462556" "18.1166423606961" "37.8909619622049" "8.59799665181003" "gumbel"
"145" "98.4.0.6004.dta" "52" "52.2155689062786" "13.0945224583371" "42.5938193361062" "9.9876975003936" "gumbel"
